Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM6149900,"peripheral blood, breast cancer-r1 (LE0007)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149900/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149901,"peripheral blood, breast cancer-r1 (LE0008)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149901/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149902,"peripheral blood, breast cancer-r1 (LE0010)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149902/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149903,"peripheral blood, breast cancer-r1 (LE0011)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149903/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149904,"peripheral blood, breast cancer-r1 (LE0012)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149904/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149905,"peripheral blood, breast cancer-r1 (LE0013)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149905/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149906,"peripheral blood, breast cancer-r1 (PN0046)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149906/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149907,"peripheral blood, breast cancer-r1 (PN0050)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149907/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149908,"peripheral blood, breast cancer-r1 (PN0051)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149908/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149909,"peripheral blood, breast cancer-r1 (PN0053)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149909/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149910,"peripheral blood, breast cancer-r1 (PN0054)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149910/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149911,"peripheral blood, breast cancer-r1 (PN0055)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149911/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149912,"peripheral blood, breast cancer-r1 (PN0056)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149912/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149913,"peripheral blood, breast cancer-r1 (PN0065)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149913/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149914,"peripheral blood, breast cancer-r1 (PN0069)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149914/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149915,"peripheral blood, breast cancer-r1 (PN0074)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149915/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149916,"peripheral blood, breast cancer-r1 (PN0075)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149916/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149917,"peripheral blood, breast cancer-r1 (PN0079)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149917/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149918,"peripheral blood, breast cancer-r1 (PN0091)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149918/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149919,"peripheral blood, breast cancer-r1 (PN0093)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149919/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149920,"peripheral blood, breast cancer-r1 (PN0097)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149920/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149921,"peripheral blood, breast cancer-r1 (PN0098)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149921/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149922,"peripheral blood, breast cancer-r1 (PN0101)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149922/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149923,"peripheral blood, breast cancer-r1 (PN0105)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149923/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149924,"peripheral blood, breast cancer-r1 (PN0110)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149924/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149925,"peripheral blood, breast cancer-r1 (PN0111)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149925/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149926,"peripheral blood, breast cancer-r1 (PN0112)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149926/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149927,"peripheral blood, breast cancer-r1 (PN0116)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149927/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149928,"peripheral blood, breast cancer-r1 (PN0123)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149928/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149929,"peripheral blood, breast cancer-r1 (PN0142)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149929/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149930,"peripheral blood, breast cancer-r1 (PN0149)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149930/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149931,"peripheral blood, breast cancer-r1 (PN0161)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149931/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149932,"peripheral blood, breast cancer-r1 (PN0162)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149932/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149933,"peripheral blood, breast cancer-r1 (PN0165)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149933/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149934,"peripheral blood, breast cancer-r1 (PN0185)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149934/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149935,"peripheral blood, breast cancer-r1 (PN0191)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149935/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149936,"peripheral blood, breast cancer-r1 (PN0199)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149936/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149937,"peripheral blood, breast cancer-r1 (PN0203)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149937/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149938,"peripheral blood, breast cancer-r1 (PN0211)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149938/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149939,"peripheral blood, breast cancer-r1 (PN0221)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149939/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149940,"peripheral blood, breast cancer-r1 (PN0354)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149940/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149941,"peripheral blood, breast cancer-r1 (PN0377)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149941/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149942,"peripheral blood, breast cancer-r1 (PN0406)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149942/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149943,"peripheral blood, breast cancer-r1 (PN0409)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149943/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149944,"peripheral blood, breast cancer-r1 (PN0416)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149944/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149945,"peripheral blood, breast cancer-r1 (PN0418)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149945/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149946,"peripheral blood, breast cancer-r1 (PN0428)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149946/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149947,"peripheral blood, breast cancer-r1 (PN0443)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149947/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149948,"peripheral blood, breast cancer-r1 (SN0001)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149948/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149949,"peripheral blood, breast cancer-r1 (SN0002)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149949/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149950,"peripheral blood, breast cancer-r1 (SN0003)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149950/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149951,"peripheral blood, breast cancer-r1 (SN0004)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149951/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149952,"peripheral blood, breast cancer-r1 (SN0006)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149952/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149953,"peripheral blood, breast cancer-r1 (SN0007)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149953/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149954,"peripheral blood, breast cancer-r1 (SN0008)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149954/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149955,"peripheral blood, breast cancer-r1 (SN0009)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149955/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149956,"peripheral blood, breast cancer-r1 (SN0010)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149956/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149957,"peripheral blood, breast cancer-r1 (SN0011)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149957/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149958,"peripheral blood, breast cancer-r1 (SN0012)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149958/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149959,"peripheral blood, breast cancer-r1 (SN0013)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149959/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149960,"peripheral blood, breast cancer-r1 (SN0014)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149960/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149961,"peripheral blood, breast cancer-r1 (SN0015)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149961/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149962,"peripheral blood, breast cancer-r1 (SN0016)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149962/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149963,"peripheral blood, breast cancer-r1 (SN0017)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149963/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149964,"peripheral blood, breast cancer-r1 (SN0018)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149964/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149965,"peripheral blood, breast cancer-r1 (SN0019)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149965/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149966,"peripheral blood, breast cancer-r1 (SN0020)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149966/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149967,"peripheral blood, breast cancer-r1 (SN0021)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149967/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149968,"peripheral blood, breast cancer-r1 (SN0022)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149968/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149969,"peripheral blood, breast cancer-r1 (SN0024)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149969/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149970,"peripheral blood, breast cancer-r1 (SN0025)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149970/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149971,"peripheral blood, breast cancer-r1 (SN0026)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149971/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149972,"peripheral blood, breast cancer-r1 (SN0027)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149972/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149973,"peripheral blood, breast cancer-r1 (SN0029)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149973/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149974,"peripheral blood, breast cancer-r1 (SN0030)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149974/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149975,"peripheral blood, breast cancer-r1 (SN0031)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149975/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149976,"peripheral blood, breast cancer-r1 (SN0033)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149976/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149977,"peripheral blood, breast cancer-r1 (SN0034)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149977/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149978,"peripheral blood, breast cancer-r1 (SN0035)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149978/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149979,"peripheral blood, breast cancer-r1 (SN0036)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149979/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149980,"peripheral blood, colon polyps-r1 (CD0099)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149980/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149981,"peripheral blood, colon polyps-r1 (CD0139)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149981/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149982,"peripheral blood, colon polyps-r1 (CD0406)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149982/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149983,"peripheral blood, colon polyps-r1 (CD0689)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149983/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149984,"peripheral blood, colon polyps-r1 (CD0692)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149984/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149985,"peripheral blood, colon polyps-r1 (CD0722)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149985/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149986,"peripheral blood, colon polyps-r1 (CD0874)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149986/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149987,"peripheral blood, colon polyps-r1 (CD0899)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149987/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149988,"peripheral blood, colon polyps-r1 (CD0919)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149988/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149989,"peripheral blood, colon polyps-r1 (CD0989)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149989/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149990,"peripheral blood, colon polyps-r1 (CD0990)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149990/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149991,"peripheral blood, colon polyps-r1 (CD1088)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149991/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149992,"peripheral blood, colon polyps-r1 (CD1143)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149992/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149993,"peripheral blood, colon polyps-r1 (CD1153)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149993/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149994,"peripheral blood, colon polyps-r1 (CD1258)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149994/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149995,"peripheral blood, colon polyps-r1 (CD1283)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149995/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149996,"peripheral blood, colon polyps-r1 (CD1328)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149996/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149997,"peripheral blood, colon polyps-r1 (CD1412)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149997/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149998,"peripheral blood, colon polyps-r1 (CD1413)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149998/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6149999,"peripheral blood, colon polyps-r1 (CD1535)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6149nnn/GSM6149999/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150000,"peripheral blood, colon polyps-r1 (CD1553)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150000/suppl",,"Adam Dempsey","Aug 31, 2024"
GSM6150001,"peripheral blood, colon polyps-r1 (CD1749)","RNA","Homo sapiens",1,GPL570,GSE203024,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6150nnn/GSM6150001/suppl",,"Adam Dempsey","Aug 31, 2024"
